SOC,FRACSEC,FREQ,[R-PHASE VOLTAGE],[Y-PHASE VOLTAGE],[B-PHASE VOLTAGE],
1670025806,600000,49.971592,32.555706∠55.479741,33.245186∠-64.493904,33.137760∠176.222403,
1670025806,640000,49.971081,32.556900∠55.071290,33.248009∠-64.905255,33.139668∠175.810949,
1670025806,680000,49.971443,32.556343∠54.681645,33.249481∠-65.292416,33.138950∠175.421103,
1670025806,720000,49.971504,32.556637∠54.285901,33.249348∠-65.690210,33.137291∠175.024273,
1670025806,760000,49.970993,32.555138∠53.880495,33.248402∠-66.101261,33.133030∠174.619187,
1670025806,800000,49.970783,32.551392∠53.476028,33.242817∠-66.511178,33.129128∠174.212667,
1670025806,840000,49.971016,32.547817∠53.076068,33.236301∠-66.915204,33.125118∠173.807500,
1670025806,880000,49.971466,32.543030∠52.666838,33.231644∠-67.323193,33.122066∠173.400596,
1670025806,920000,49.971806,32.539261∠52.255865,33.229069∠-67.728750,33.119759∠172.992668,
1670025806,960000,49.971989,32.538265∠51.836218,33.230183∠-68.146150,33.121071∠172.574995,
1670025807,0,49.971489,32.540672∠51.431201,33.232269∠-68.547176,33.123436∠172.170443,
1670025807,40000,49.970718,32.543701∠51.037073,33.236359∠-68.944389,33.126293∠171.773162,
1670025807,80000,49.971092,32.545769∠50.643755,33.237957∠-69.339101,33.127842∠171.378505,
1670025807,120000,49.971275,32.547672∠50.235609,33.238632∠-69.744924,33.129364∠170.968103,
1670025807,160000,49.971092,32.549133∠49.824698,33.238365∠-70.159577,33.131504∠170.553751,
1670025807,200000,49.972378,32.549561∠49.408870,33.238083∠-70.575698,33.131187∠170.140848,
1670025807,240000,49.972115,32.548092∠49.000081,33.236279∠-70.982984,33.131516∠169.736077,
1670025807,280000,49.971729,32.545662∠48.599447,33.234192∠-71.385206,33.128532∠169.328942,
1670025807,320000,49.971741,32.541336∠48.208009,33.232933∠-71.777622,33.124088∠168.939205,
1670025807,360000,49.972004,32.537243∠47.811165,33.230736∠-72.176119,33.119076∠168.540775,
1670025807,400000,49.973351,32.535450∠47.432663,33.227638∠-72.553234,33.114182∠168.165334,
1670025807,440000,49.973438,32.534138∠47.056788,33.225597∠-72.931382,33.111320∠167.790017,
1670025807,480000,49.972916,32.536068∠46.669579,33.224506∠-73.317934,33.110893∠167.410516,
1670025807,520000,49.972168,32.538017∠46.297108,33.224167∠-73.691687,33.114044∠167.040105,
1670025807,560000,49.972439,32.540951∠45.924103,33.223244∠-74.061955,33.115505∠166.671757,
1670025807,600000,49.973427,32.542759∠45.539447,33.224255∠-74.442398,33.118191∠166.287706,
1670025807,640000,49.973328,32.540630∠45.153400,33.225933∠-74.824796,33.119236∠165.897792,
1670025807,680000,49.972588,32.538467∠44.768833,33.227596∠-75.209578,33.120834∠165.508424,
1670025807,720000,49.972301,32.537243∠44.383763,33.228672∠-75.595030,33.120300∠165.121543,
1670025807,760000,49.972664,32.536510∠43.998113,33.228420∠-75.981241,33.118973∠164.735852,
1670025807,800000,49.973228,32.535103∠43.608536,33.226864∠-76.370179,33.119057∠164.346429,
1670025807,840000,49.973740,32.533871∠43.224950,33.225636∠-76.756335,33.119530∠163.959631,
1670025807,880000,49.973602,32.532993∠42.853715,33.225338∠-77.133504,33.119701∠163.586759,
1670025807,920000,49.973763,32.535072∠42.494196,33.226486∠-77.497027,33.120884∠163.221323,
1670025807,960000,49.973564,32.538464∠42.120888,33.228313∠-77.870446,33.121777∠162.845814,
1670025808,0,49.973427,32.542934∠41.755933,33.230198∠-78.229288,33.122509∠162.487183,
1670025808,40000,49.973778,32.546753∠41.381613,33.231525∠-78.601975,33.123241∠162.118972,
1670025808,80000,49.974449,32.550682∠41.006777,33.231632∠-78.975577,33.123642∠161.746101,
1670025808,120000,49.974365,32.551723∠40.630136,33.232121∠-79.347677,33.123764∠161.374391,
